0.2,0,0.192158
0.905918,0.114444,0.0868804
1.35577,0.348103,0.0281917
1.4125,0.559248,0.0198938
1.11251,0.611605,0.0399085
0.637332,0.463049,0.107524
0.21633,0.203147,0.18314
0.0124022,0.0149917,0.199924
0.0499773,0.0787517,0.198268
0.220146,0.467833,0.153084
0.355696,1.09472,0.0531643
0.331679,1.73872,0.008716
0.134942,2.14484,0.0019734
-0.134942,2.14484,0.0019734
-0.331679,1.73872,0.008716
-0.355696,1.09472,0.0531643
-0.220146,0.467833,0.153084
-0.0499773,0.0787517,0.198268
-0.0124022,0.0149917,0.199924
-0.21633,0.203147,0.18314
-0.637332,0.463049,0.107524
-1.11251,0.611605,0.0399085
-1.4125,0.559248,0.0198938
-1.35577,0.348103,0.0281917
-0.905918,0.114444,0.0868804
-0.2,2.44929e-17,0.192158
0.509072,0.0643108,0.153704
0.968338,0.248627,0.0736132
1.04059,0.411998,0.0571541
0.761983,0.418904,0.093899
0.313725,0.227934,0.172077
-0.0752574,-0.0706714,0.19788
-0.242567,-0.293214,0.173037
-0.164353,-0.25898,0.182042
0.049834,0.105903,0.197279
0.232089,0.714297,0.113776
0.256726,1.3458,0.0306067
0.109826,1.74563,0.00938418
-0.109826,1.74563,0.00938418
-0.256726,1.3458,0.0306067
-0.232089,0.714297,0.113776
-0.049834,0.105903,0.197279
0.164353,-0.25898,0.182042
0.242567,-0.293214,0.173037
0.0752574,-0.0706714,0.19788
-0.313725,0.227934,0.172077
-0.761983,0.418904,0.093899
-1.04059,0.411998,0.0571541
-0.968338,0.248627,0.0736132
-0.509072,0.0643108,0.153704
0.2,0,0.192158
