nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.065957, 0.0656606,0.200682, 0.065469,0.332834, 0.0659738,0.466393, 0.064981,0.600029, 0.0674751,0.733143, 0.0662398,0.866304, 0.066219,1, 0.066667
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0665616, 0.198915,0.200429, 0.199911,0.333983, 0.201385,0.466873, 0.200482,0.601339, 0.201247,0.734319, 0.199692,0.866526, 0.200771,1, 0.2
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0666529, 0.333894,0.200571, 0.333587,0.33308, 0.332937,0.464923, 0.33307,0.599984, 0.330233,0.733689, 0.333967,0.866313, 0.333419,1, 0.333333
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0662684, 0.466929,0.202189, 0.468092,0.334418, 0.467032,0.469048, 0.464765,0.599661, 0.46775,0.731565, 0.467193,0.866078, 0.466588,1, 0.466666
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0666674, 0.599482,0.198588, 0.598857,0.333006, 0.600937,0.466372, 0.598771,0.601175, 0.597773,0.732253, 0.598079,0.868288, 0.600598,1, 0.599999
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0670922, 0.733652,0.200095, 0.732627,0.332204, 0.733131,0.464912, 0.73075,0.597894, 0.735311,0.731409, 0.733956,0.865139, 0.733566,1, 0.733334
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0662816, 0.866329,0.200295, 0.866828,0.332323, 0.867098,0.465792, 0.866313,0.599963, 0.867824,0.733074, 0.866321,0.866684, 0.867589,1, 0.866667
nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,nan, nan,0.0666669, 1,0.2, 1,0.333333, 1,0.466667, 1,0.6, 1,0.733333, 1,0.866667, 1,nan, nan
