-1,-1,0
-0.933333,-1,-0.128889
-0.866667,-1,-0.248889
-0.8,-1,-0.36
-0.733333,-1,-0.462222
-0.666667,-1,-0.555556
-0.6,-1,-0.64
-0.533333,-1,-0.715556
-0.466667,-1,-0.782222
-0.4,-1,-0.84
-0.333333,-1,-0.888889
-0.266667,-1,-0.928889
-0.2,-1,-0.96
-0.133333,-1,-0.982222
-0.0666667,-1,-0.995556
-1.94289e-16,-1,-1
0.0666667,-1,-0.995556
0.133333,-1,-0.982222
0.2,-1,-0.96
0.266667,-1,-0.928889
0.333333,-1,-0.888889
0.4,-1,-0.84
0.466667,-1,-0.782222
0.533333,-1,-0.715556
0.6,-1,-0.64
0.666667,-1,-0.555556
0.733333,-1,-0.462222
0.8,-1,-0.36
0.866667,-1,-0.248889
0.933333,-1,-0.128889
1,-1,-6.66134e-16
1,-0.933333,0.128889
1,-0.866667,0.248889
1,-0.8,0.36
1,-0.733333,0.462222
1,-0.666667,0.555556
1,-0.6,0.64
1,-0.533333,0.715556
1,-0.466667,0.782222
1,-0.4,0.84
1,-0.333333,0.888889
1,-0.266667,0.928889
1,-0.2,0.96
1,-0.133333,0.982222
1,-0.0666667,0.995556
1,-1.94289e-16,1
1,0.0666667,0.995556
1,0.133333,0.982222
1,0.2,0.96
1,0.266667,0.928889
1,0.333333,0.888889
1,0.4,0.84
1,0.466667,0.782222
1,0.533333,0.715556
1,0.6,0.64
1,0.666667,0.555556
1,0.733333,0.462222
1,0.8,0.36
1,0.866667,0.248889
1,0.933333,0.128889
1,1,6.66134e-16
0.933333,1,-0.128889
0.866667,1,-0.248889
0.8,1,-0.36
0.733333,1,-0.462222
0.666667,1,-0.555556
0.6,1,-0.64
0.533333,1,-0.715556
0.466667,1,-0.782222
0.4,1,-0.84
0.333333,1,-0.888889
0.266667,1,-0.928889
0.2,1,-0.96
0.133333,1,-0.982222
0.0666667,1,-0.995556
1.94289e-16,1,-1
-0.0666667,1,-0.995556
-0.133333,1,-0.982222
-0.2,1,-0.96
-0.266667,1,-0.928889
-0.333333,1,-0.888889
-0.4,1,-0.84
-0.466667,1,-0.782222
-0.533333,1,-0.715556
-0.6,1,-0.64
-0.666667,1,-0.555556
-0.733333,1,-0.462222
-0.8,1,-0.36
-0.866667,1,-0.248889
-0.933333,1,-0.128889
-1,1,-6.66134e-16
-1,0.933333,0.128889
-1,0.866667,0.248889
-1,0.8,0.36
-1,0.733333,0.462222
-1,0.666667,0.555556
-1,0.6,0.64
-1,0.533333,0.715556
-1,0.466667,0.782222
-1,0.4,0.84
-1,0.333333,0.888889
-1,0.266667,0.928889
-1,0.2,0.96
-1,0.133333,0.982222
-1,0.0666667,0.995556
-1,1.94289e-16,1
-1,-0.0666667,0.995556
-1,-0.133333,0.982222
-1,-0.2,0.96
-1,-0.266667,0.928889
-1,-0.333333,0.888889
-1,-0.4,0.84
-1,-0.466667,0.782222
-1,-0.533333,0.715556
-1,-0.6,0.64
-1,-0.666667,0.555556
-1,-0.733333,0.462222
-1,-0.8,0.36
-1,-0.866667,0.248889
-1,-0.933333,0.128889
-1,-1,6.66134e-16
